exp,target,seed,config,nmi,ari,seconds
tune,0.45_1.5,4,lr:0.01|do:0.5|h:128,0.9953,0.9973,4.07
depth,0.55_0.0,0,d2,0.111,0.0986,4.64
tune,0.55_0.0,0,lr:0.001|do:0.0|h:64,0.0943,0.0901,3.33
depth,0.55_0.0,0,d3,0.2555,0.2584,5.91
mcdepth,0.55_0.0,0,mc_d2,0.3714,0.3646,7.15
tune,0.55_0.0,0,lr:0.001|do:0.0|h:128,0.0541,0.0487,3.73
tune,0.55_0.0,0,lr:0.01|do:0.0|h:64,0.1274,0.1222,3.04
tune,0.55_0.0,0,lr:0.001|do:0.5|h:128,0.0509,0.043,3.8
mcdepth,0.55_0.0,0,mc_d3,0.5765,0.5781,9.67
tune,0.55_0.0,0,lr:0.01|do:0.5|h:64,0.1619,0.1642,3.09
tune,0.55_0.0,0,lr:0.01|do:0.0|h:128,0.0828,0.0761,3.84
tune,0.55_0.0,0,lr:0.01|do:0.5|h:128,0.1866,0.1974,3.74
depth,0.55_0.0,1,d2,0.0248,0.0203,4.26
tune,0.55_0.0,1,lr:0.001|do:0.0|h:64,0.0292,0.0244,3.06
depth,0.55_0.0,1,d3,0.0653,0.0554,5.57
mcdepth,0.55_0.0,1,mc_d2,0.2515,0.2282,6.87
tune,0.55_0.0,1,lr:0.001|do:0.0|h:128,0.0063,0.0028,3.77
tune,0.55_0.0,1,lr:0.01|do:0.0|h:64,0.0321,0.0273,3.05
tune,0.55_0.0,1,lr:0.001|do:0.5|h:128,0.0058,0.0022,3.76
mcdepth,0.55_0.0,1,mc_d3,0.4009,0.408,9.5
tune,0.55_0.0,1,lr:0.01|do:0.0|h:128,0.0122,0.0083,3.79
tune,0.55_0.0,1,lr:0.01|do:0.5|h:64,0.0436,0.0387,3.05
tune,0.55_0.0,1,lr:0.01|do:0.5|h:128,0.0329,0.0267,3.76
depth,0.55_0.0,2,d2,0.0687,0.0617,4.37
tune,0.55_0.0,2,lr:0.001|do:0.0|h:64,0.0209,0.0167,3.09
depth,0.55_0.0,2,d3,0.0695,0.0588,5.71
mcdepth,0.55_0.0,2,mc_d2,0.2088,0.1969,6.88
tune,0.55_0.0,2,lr:0.001|do:0.0|h:128,0.0179,0.0133,3.77
tune,0.55_0.0,2,lr:0.01|do:0.0|h:64,0.0269,0.0219,3.02
tune,0.55_0.0,2,lr:0.001|do:0.5|h:128,0.0378,0.0339,3.75
mcdepth,0.55_0.0,2,mc_d3,0.308,0.29,9.42
tune,0.55_0.0,2,lr:0.01|do:0.0|h:128,0.0287,0.0236,3.87
tune,0.55_0.0,2,lr:0.01|do:0.5|h:64,0.086,0.0776,3.06
tune,0.55_0.0,2,lr:0.01|do:0.5|h:128,0.0538,0.045,3.8
depth,0.55_0.0,3,d2,0.1419,0.1353,4.39
tune,0.55_0.0,3,lr:0.001|do:0.0|h:64,0.0307,0.0255,3.11
depth,0.55_0.0,3,d3,0.1621,0.1516,5.93
mcdepth,0.55_0.0,3,mc_d2,0.4439,0.4324,7.05
tune,0.55_0.0,3,lr:0.001|do:0.0|h:128,0.0631,0.0548,3.75
tune,0.55_0.0,3,lr:0.01|do:0.0|h:64,0.0414,0.0324,3.17
tune,0.55_0.0,3,lr:0.001|do:0.5|h:128,0.0676,0.0638,3.81
mcdepth,0.55_0.0,3,mc_d3,0.52,0.4959,9.48
tune,0.55_0.0,3,lr:0.01|do:0.5|h:64,0.1395,0.1298,3.1
tune,0.55_0.0,3,lr:0.01|do:0.0|h:128,0.0789,0.0694,4.0
tune,0.55_0.0,3,lr:0.01|do:0.5|h:128,0.16,0.1631,3.83
depth,0.55_0.0,4,d2,0.0682,0.0586,4.43
depth,0.55_0.0,4,d3,0.1512,0.1474,5.59
tune,0.55_0.0,4,lr:0.001|do:0.0|h:64,0.0103,0.0064,3.11
mcdepth,0.55_0.0,4,mc_d2,0.0068,0.0001,6.92
tune,0.55_0.0,4,lr:0.001|do:0.0|h:128,0.0105,0.0069,3.8
tune,0.55_0.0,4,lr:0.01|do:0.0|h:64,0.0126,0.0086,3.05
tune,0.55_0.0,4,lr:0.001|do:0.5|h:128,0.0098,0.0064,3.74
mcdepth,0.55_0.0,4,mc_d3,0.4289,0.4366,9.59
tune,0.55_0.0,4,lr:0.01|do:0.0|h:128,0.0131,0.0085,3.93
tune,0.55_0.0,4,lr:0.01|do:0.5|h:64,0.0489,0.04,3.1
tune,0.55_0.0,4,lr:0.01|do:0.5|h:128,0.06,0.0525,3.78
depth,0.55_0.2,0,d2,0.8156,0.866,4.28
tune,0.55_0.2,0,lr:0.001|do:0.0|h:64,0.7555,0.8065,3.1
depth,0.55_0.2,0,d3,0.8459,0.8934,6.11
mcdepth,0.55_0.2,0,mc_d2,0.8446,0.8889,6.99
tune,0.55_0.2,0,lr:0.001|do:0.0|h:128,0.7513,0.8058,3.75
tune,0.55_0.2,0,lr:0.01|do:0.0|h:64,0.7929,0.8419,3.18
tune,0.55_0.2,0,lr:0.001|do:0.5|h:128,0.7027,0.7526,3.8
mcdepth,0.55_0.2,0,mc_d3,0.9004,0.9369,9.34
tune,0.55_0.2,0,lr:0.01|do:0.5|h:64,0.807,0.8567,3.04
tune,0.55_0.2,0,lr:0.01|do:0.0|h:128,0.772,0.8207,3.98
tune,0.55_0.2,0,lr:0.01|do:0.5|h:128,0.7932,0.8419,3.91
depth,0.55_0.2,1,d2,0.8345,0.8811,4.38
depth,0.55_0.2,1,d3,0.8671,0.9063,5.59
mcdepth,0.55_0.2,1,mc_d2,0.9049,0.937,6.9
tune,0.55_0.2,1,lr:0.001|do:0.0|h:64,0.7872,0.8391,3.21
tune,0.55_0.2,1,lr:0.001|do:0.0|h:128,0.7913,0.8439,3.79
tune,0.55_0.2,1,lr:0.01|do:0.0|h:64,0.8453,0.8908,3.28
tune,0.55_0.2,1,lr:0.001|do:0.5|h:128,0.7586,0.8149,3.78
mcdepth,0.55_0.2,1,mc_d3,0.9322,0.9577,9.6
tune,0.55_0.2,1,lr:0.01|do:0.0|h:128,0.8301,0.8808,3.83
tune,0.55_0.2,1,lr:0.01|do:0.5|h:64,0.8133,0.8615,3.09
tune,0.55_0.2,1,lr:0.01|do:0.5|h:128,0.8009,0.8539,3.98
depth,0.55_0.2,2,d2,0.8237,0.8716,4.29
depth,0.55_0.2,2,d3,0.8588,0.899,5.84
tune,0.55_0.2,2,lr:0.001|do:0.0|h:64,0.757,0.8107,3.28
mcdepth,0.55_0.2,2,mc_d2,0.8722,0.9093,6.95
tune,0.55_0.2,2,lr:0.001|do:0.0|h:128,0.7613,0.815,3.79
tune,0.55_0.2,2,lr:0.001|do:0.5|h:128,0.6977,0.7468,3.81
mcdepth,0.55_0.2,2,mc_d3,0.8799,0.9143,9.36
tune,0.55_0.2,2,lr:0.01|do:0.0|h:64,0.7885,0.8377,3.21
tune,0.55_0.2,2,lr:0.01|do:0.5|h:64,0.7689,0.8229,3.03
tune,0.55_0.2,2,lr:0.01|do:0.0|h:128,0.7924,0.8422,3.96
tune,0.55_0.2,2,lr:0.01|do:0.5|h:128,0.7643,0.8145,3.84
depth,0.55_0.2,3,d2,0.8655,0.906,4.62
depth,0.55_0.2,3,d3,0.9349,0.9604,5.56
tune,0.55_0.2,3,lr:0.001|do:0.0|h:64,0.8831,0.9216,3.13
mcdepth,0.55_0.2,3,mc_d2,0.9476,0.9682,6.92
tune,0.55_0.2,3,lr:0.001|do:0.0|h:128,0.8812,0.9189,3.92
tune,0.55_0.2,3,lr:0.01|do:0.0|h:64,0.9025,0.9345,3.11
tune,0.55_0.2,3,lr:0.001|do:0.5|h:128,0.8394,0.8836,3.77
mcdepth,0.55_0.2,3,mc_d3,0.9634,0.9787,9.81
tune,0.55_0.2,3,lr:0.01|do:0.0|h:128,0.9108,0.9422,3.89
tune,0.55_0.2,3,lr:0.01|do:0.5|h:64,0.8909,0.9268,3.16
tune,0.55_0.2,3,lr:0.01|do:0.5|h:128,0.8952,0.9293,3.79
depth,0.55_0.2,4,d2,0.8528,0.8918,4.3
tune,0.55_0.2,4,lr:0.001|do:0.0|h:64,0.8201,0.8647,3.12
depth,0.55_0.2,4,d3,0.8911,0.922,5.99
mcdepth,0.55_0.2,4,mc_d2,0.9013,0.9321,7.21
tune,0.55_0.2,4,lr:0.001|do:0.0|h:128,0.8256,0.8695,3.74
tune,0.55_0.2,4,lr:0.01|do:0.0|h:64,0.8308,0.8723,3.2
tune,0.55_0.2,4,lr:0.001|do:0.5|h:128,0.7511,0.8025,3.84
mcdepth,0.55_0.2,4,mc_d3,0.9215,0.9499,9.52
tune,0.55_0.2,4,lr:0.01|do:0.5|h:64,0.8291,0.8721,3.06
tune,0.55_0.2,4,lr:0.01|do:0.0|h:128,0.8264,0.8675,4.03
tune,0.55_0.2,4,lr:0.01|do:0.5|h:128,0.823,0.8607,3.91
depth,0.55_0.35,0,d2,0.9379,0.9604,4.45
depth,0.55_0.35,0,d3,0.9503,0.9708,5.51
tune,0.55_0.35,0,lr:0.001|do:0.0|h:64,0.9392,0.9629,3.26
mcdepth,0.55_0.35,0,mc_d2,0.9493,0.9708,6.97
tune,0.55_0.35,0,lr:0.001|do:0.0|h:128,0.8685,0.9065,3.81
tune,0.55_0.35,0,lr:0.01|do:0.0|h:64,0.9409,0.9655,3.2
tune,0.55_0.35,0,lr:0.001|do:0.5|h:128,0.9028,0.937,3.76
mcdepth,0.55_0.35,0,mc_d3,0.9503,0.9708,9.82
tune,0.55_0.35,0,lr:0.01|do:0.5|h:64,0.9298,0.9577,3.14
tune,0.55_0.35,0,lr:0.01|do:0.0|h:128,0.9409,0.9655,3.94
tune,0.55_0.35,0,lr:0.01|do:0.5|h:128,0.9261,0.9551,3.92
depth,0.55_0.35,1,d2,0.9752,0.984,4.32
tune,0.55_0.35,1,lr:0.001|do:0.0|h:64,0.9563,0.9709,3.21
depth,0.55_0.35,1,d3,0.9752,0.9841,5.72
tune,0.55_0.35,1,lr:0.001|do:0.0|h:128,0.9422,0.963,3.76
mcdepth,0.55_0.35,1,mc_d2,0.9611,0.9761,7.16
tune,0.55_0.35,1,lr:0.01|do:0.0|h:64,0.9674,0.9788,3.09
tune,0.55_0.35,1,lr:0.001|do:0.5|h:128,0.9432,0.963,3.89
mcdepth,0.55_0.35,1,mc_d3,0.9644,0.9788,9.67
tune,0.55_0.35,1,lr:0.01|do:0.5|h:64,0.9705,0.9814,3.28
tune,0.55_0.35,1,lr:0.01|do:0.0|h:128,0.9705,0.9814,3.81
tune,0.55_0.35,1,lr:0.01|do:0.5|h:128,0.9668,0.9788,3.81
depth,0.55_0.35,2,d2,0.9406,0.963,4.37
tune,0.55_0.35,2,lr:0.001|do:0.0|h:64,0.9359,0.9603,3.15
depth,0.55_0.35,2,d3,0.957,0.9735,5.71
mcdepth,0.55_0.35,2,mc_d2,0.9319,0.9552,6.88
tune,0.55_0.35,2,lr:0.001|do:0.0|h:128,0.8982,0.9318,3.75
tune,0.55_0.35,2,lr:0.01|do:0.0|h:64,0.9406,0.963,3.1
tune,0.55_0.35,2,lr:0.001|do:0.5|h:128,0.9041,0.937,3.79
mcdepth,0.55_0.35,2,mc_d3,0.9494,0.9683,9.5
tune,0.55_0.35,2,lr:0.01|do:0.0|h:128,0.9322,0.9577,3.88
tune,0.55_0.35,2,lr:0.01|do:0.5|h:64,0.9389,0.9604,3.06
tune,0.55_0.35,2,lr:0.01|do:0.5|h:128,0.9426,0.9631,3.8
depth,0.55_0.35,3,d2,0.9812,0.9893,4.46
tune,0.55_0.35,3,lr:0.001|do:0.0|h:64,0.9775,0.9867,3.17
depth,0.55_0.35,3,d3,0.9859,0.992,5.97
mcdepth,0.55_0.35,3,mc_d2,0.9859,0.992,7.14
tune,0.55_0.35,3,lr:0.001|do:0.0|h:128,0.9775,0.9867,3.82
tune,0.55_0.35,3,lr:0.01|do:0.0|h:64,0.9859,0.992,3.09
tune,0.55_0.35,3,lr:0.001|do:0.5|h:128,0.9775,0.9867,3.81
mcdepth,0.55_0.35,3,mc_d3,0.9953,0.9973,9.75
tune,0.55_0.35,3,lr:0.01|do:0.0|h:128,0.9869,0.992,3.91
tune,0.55_0.35,3,lr:0.01|do:0.5|h:64,0.9859,0.992,3.13
tune,0.55_0.35,3,lr:0.01|do:0.5|h:128,0.9906,0.9947,3.8
depth,0.55_0.35,4,d2,0.9674,0.9788,4.42
tune,0.55_0.35,4,lr:0.001|do:0.0|h:64,0.9387,0.9581,3.04
depth,0.55_0.35,4,d3,0.9775,0.9867,5.88
mcdepth,0.55_0.35,4,mc_d2,0.961,0.9737,7.13
tune,0.55_0.35,4,lr:0.001|do:0.0|h:128,0.9301,0.9528,3.84
tune,0.55_0.35,4,lr:0.01|do:0.0|h:64,0.9742,0.9841,3.1
tune,0.55_0.35,4,lr:0.001|do:0.5|h:128,0.9443,0.9656,3.76
mcdepth,0.55_0.35,4,mc_d3,0.9635,0.9762,9.64
tune,0.55_0.35,4,lr:0.01|do:0.5|h:64,0.9705,0.9815,3.15
tune,0.55_0.35,4,lr:0.01|do:0.0|h:128,0.9768,0.9841,3.94
tune,0.55_0.35,4,lr:0.01|do:0.5|h:128,0.9691,0.9814,3.78
depth,0.55_0.5,0,d2,0.9859,0.992,4.34
tune,0.55_0.5,0,lr:0.001|do:0.0|h:64,0.9728,0.984,3.07
depth,0.55_0.5,0,d3,0.9671,0.9814,5.66
mcdepth,0.55_0.5,0,mc_d2,0.9718,0.984,7.1
tune,0.55_0.5,0,lr:0.001|do:0.0|h:128,0.9775,0.9867,3.78
tune,0.55_0.5,0,lr:0.01|do:0.0|h:64,0.9859,0.992,3.13
tune,0.55_0.5,0,lr:0.001|do:0.5|h:128,0.9625,0.9762,3.76
mcdepth,0.55_0.5,0,mc_d3,0.9456,0.9682,9.63
tune,0.55_0.5,0,lr:0.01|do:0.5|h:64,0.9671,0.9814,3.04
tune,0.55_0.5,0,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.97
tune,0.55_0.5,0,lr:0.01|do:0.5|h:128,0.9812,0.9893,3.83
depth,0.55_0.5,1,d2,0.9869,0.992,4.36
tune,0.55_0.5,1,lr:0.001|do:0.0|h:64,0.9883,0.992,3.13
depth,0.55_0.5,1,d3,0.9869,0.992,5.61
mcdepth,0.55_0.5,1,mc_d2,0.9859,0.992,7.13
tune,0.55_0.5,1,lr:0.001|do:0.0|h:128,0.9883,0.992,3.78
tune,0.55_0.5,1,lr:0.01|do:0.0|h:64,0.9836,0.9894,3.05
tune,0.55_0.5,1,lr:0.001|do:0.5|h:128,0.9883,0.992,3.88
mcdepth,0.55_0.5,1,mc_d3,0.9859,0.992,9.89
tune,0.55_0.5,1,lr:0.01|do:0.5|h:64,0.9916,0.9947,3.09
tune,0.55_0.5,1,lr:0.01|do:0.0|h:128,0.9883,0.992,3.99
tune,0.55_0.5,1,lr:0.01|do:0.5|h:128,0.9916,0.9947,3.76
depth,0.55_0.5,2,d2,0.9728,0.984,4.42
tune,0.55_0.5,2,lr:0.001|do:0.0|h:64,0.9738,0.984,3.06
depth,0.55_0.5,2,d3,0.9607,0.9761,5.55
mcdepth,0.55_0.5,2,mc_d2,0.9775,0.9867,7.16
tune,0.55_0.5,2,lr:0.001|do:0.0|h:128,0.9691,0.9814,3.88
tune,0.55_0.5,2,lr:0.01|do:0.0|h:64,0.9681,0.9814,3.1
tune,0.55_0.5,2,lr:0.001|do:0.5|h:128,0.9728,0.984,3.8
mcdepth,0.55_0.5,2,mc_d3,0.9775,0.9867,9.78
tune,0.55_0.5,2,lr:0.01|do:0.5|h:64,0.9654,0.9787,3.16
tune,0.55_0.5,2,lr:0.01|do:0.0|h:128,0.9671,0.9814,4.0
tune,0.55_0.5,2,lr:0.01|do:0.5|h:128,0.9607,0.9761,3.77
depth,0.55_0.5,3,d2,0.9953,0.9973,4.35
tune,0.55_0.5,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.04
depth,0.55_0.5,3,d3,0.9953,0.9973,5.71
tune,0.55_0.5,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.71
mcdepth,0.55_0.5,3,mc_d2,1.0,1.0,7.13
tune,0.55_0.5,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.7
tune,0.55_0.5,3,lr:0.01|do:0.0|h:64,0.9953,0.9973,3.09
tune,0.55_0.5,3,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.27
mcdepth,0.55_0.5,3,mc_d3,1.0,1.0,9.7
tune,0.55_0.5,3,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.64
tune,0.55_0.5,3,lr:0.01|do:0.5|h:128,1.0,1.0,3.7
depth,0.55_0.5,4,d2,0.9859,0.992,4.42
tune,0.55_0.5,4,lr:0.001|do:0.0|h:64,0.9906,0.9947,3.07
depth,0.55_0.5,4,d3,0.9812,0.9894,6.06
mcdepth,0.55_0.5,4,mc_d2,0.9906,0.9947,7.09
tune,0.55_0.5,4,lr:0.001|do:0.0|h:128,0.9859,0.992,3.78
tune,0.55_0.5,4,lr:0.001|do:0.5|h:128,0.9822,0.9894,3.74
mcdepth,0.55_0.5,4,mc_d3,0.9859,0.992,9.13
tune,0.55_0.5,4,lr:0.01|do:0.0|h:64,0.9869,0.992,3.25
tune,0.55_0.5,4,lr:0.01|do:0.5|h:64,0.9859,0.992,3.11
tune,0.55_0.5,4,lr:0.01|do:0.0|h:128,0.9906,0.9947,3.94
tune,0.55_0.5,4,lr:0.01|do:0.5|h:128,0.9906,0.9947,3.72
depth,0.55_0.65,0,d2,0.9906,0.9947,4.39
depth,0.55_0.65,0,d3,0.9812,0.9893,5.62
tune,0.55_0.65,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.04
mcdepth,0.55_0.65,0,mc_d2,0.9906,0.9947,7.0
tune,0.55_0.65,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.78
tune,0.55_0.65,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.03
tune,0.55_0.65,0,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.78
tune,0.55_0.65,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.94
tune,0.55_0.65,0,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.08
mcdepth,0.55_0.65,0,mc_d3,0.9671,0.9814,9.63
tune,0.55_0.65,0,lr:0.01|do:0.5|h:128,0.9906,0.9947,3.71
depth,0.55_0.65,1,d2,0.9906,0.9947,4.4
tune,0.55_0.65,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.05
depth,0.55_0.65,1,d3,0.9869,0.992,5.71
mcdepth,0.55_0.65,1,mc_d2,1.0,1.0,7.04
tune,0.55_0.65,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.81
tune,0.55_0.65,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.1
tune,0.55_0.65,1,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.75
mcdepth,0.55_0.65,1,mc_d3,0.9859,0.992,9.67
tune,0.55_0.65,1,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.13
tune,0.55_0.65,1,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.95
tune,0.55_0.65,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.83
depth,0.55_0.65,2,d2,0.9906,0.9947,4.26
tune,0.55_0.65,2,lr:0.001|do:0.0|h:64,0.9869,0.992,3.05
depth,0.55_0.65,2,d3,0.9775,0.9867,5.61
mcdepth,0.55_0.65,2,mc_d2,0.9906,0.9947,7.02
tune,0.55_0.65,2,lr:0.001|do:0.0|h:128,0.9953,0.9973,3.72
tune,0.55_0.65,2,lr:0.01|do:0.0|h:64,0.9906,0.9947,3.11
tune,0.55_0.65,2,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.81
tune,0.55_0.65,2,lr:0.01|do:0.5|h:64,0.9859,0.992,3.08
mcdepth,0.55_0.65,2,mc_d3,0.9859,0.992,9.63
tune,0.55_0.65,2,lr:0.01|do:0.0|h:128,0.9859,0.992,3.94
tune,0.55_0.65,2,lr:0.01|do:0.5|h:128,0.9906,0.9947,3.81
depth,0.55_0.65,3,d2,1.0,1.0,4.42
tune,0.55_0.65,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.1
depth,0.55_0.65,3,d3,0.9953,0.9973,6.09
mcdepth,0.55_0.65,3,mc_d2,1.0,1.0,6.79
tune,0.55_0.65,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.78
tune,0.55_0.65,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.29
tune,0.55_0.65,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.81
mcdepth,0.55_0.65,3,mc_d3,1.0,1.0,9.73
tune,0.55_0.65,3,lr:0.01|do:0.0|h:128,1.0,1.0,3.79
tune,0.55_0.65,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.06
tune,0.55_0.65,3,lr:0.01|do:0.5|h:128,1.0,1.0,4.02
depth,0.55_0.65,4,d2,0.9906,0.9947,4.41
depth,0.55_0.65,4,d3,0.9765,0.9867,5.74
tune,0.55_0.65,4,lr:0.001|do:0.0|h:64,0.9953,0.9973,3.33
mcdepth,0.55_0.65,4,mc_d2,0.9906,0.9947,7.1
tune,0.55_0.65,4,lr:0.001|do:0.0|h:128,0.9953,0.9973,3.8
mcdepth,0.55_0.65,4,mc_d3,0.9953,0.9973,9.22
tune,0.55_0.65,4,lr:0.001|do:0.5|h:128,1.0,1.0,3.8
tune,0.55_0.65,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.3
tune,0.55_0.65,4,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.14
tune,0.55_0.65,4,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.97
tune,0.55_0.65,4,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.85
depth,0.55_0.8,0,d2,0.9869,0.992,4.43
depth,0.55_0.8,0,d3,0.9822,0.9893,5.68
tune,0.55_0.8,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.13
mcdepth,0.55_0.8,0,mc_d2,1.0,1.0,7.07
tune,0.55_0.8,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.82
tune,0.55_0.8,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.1
tune,0.55_0.8,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.81
mcdepth,0.55_0.8,0,mc_d3,0.9718,0.984,9.81
tune,0.55_0.8,0,lr:0.01|do:0.5|h:64,1.0,1.0,3.12
tune,0.55_0.8,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.85
tune,0.55_0.8,0,lr:0.01|do:0.5|h:128,1.0,1.0,3.88
depth,0.55_0.8,1,d2,0.9906,0.9947,4.45
tune,0.55_0.8,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.17
depth,0.55_0.8,1,d3,0.9869,0.992,5.71
mcdepth,0.55_0.8,1,mc_d2,1.0,1.0,7.12
tune,0.55_0.8,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.82
tune,0.55_0.8,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.14
tune,0.55_0.8,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.86
mcdepth,0.55_0.8,1,mc_d3,0.9859,0.992,9.67
tune,0.55_0.8,1,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.13
tune,0.55_0.8,1,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.98
tune,0.55_0.8,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.81
depth,0.55_0.8,2,d2,0.9859,0.992,4.43
tune,0.55_0.8,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.15
depth,0.55_0.8,2,d3,0.9775,0.9867,5.71
mcdepth,0.55_0.8,2,mc_d2,0.9906,0.9947,6.98
tune,0.55_0.8,2,lr:0.001|do:0.0|h:128,1.0,1.0,3.83
tune,0.55_0.8,2,lr:0.01|do:0.0|h:64,0.9953,0.9973,3.1
tune,0.55_0.8,2,lr:0.001|do:0.5|h:128,1.0,1.0,3.82
mcdepth,0.55_0.8,2,mc_d3,0.9859,0.992,9.7
tune,0.55_0.8,2,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.9
tune,0.55_0.8,2,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.14
tune,0.55_0.8,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.83
depth,0.55_0.8,3,d2,1.0,1.0,4.44
tune,0.55_0.8,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.13
depth,0.55_0.8,3,d3,0.9953,0.9973,5.91
mcdepth,0.55_0.8,3,mc_d2,1.0,1.0,7.21
tune,0.55_0.8,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.84
tune,0.55_0.8,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.19
mcdepth,0.55_0.8,3,mc_d3,1.0,1.0,9.31
tune,0.55_0.8,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.84
tune,0.55_0.8,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.13
tune,0.55_0.8,3,lr:0.01|do:0.0|h:128,1.0,1.0,4.01
tune,0.55_0.8,3,lr:0.01|do:0.5|h:128,1.0,1.0,3.93
depth,0.55_0.8,4,d2,0.9953,0.9973,4.42
depth,0.55_0.8,4,d3,0.9812,0.9893,5.63
tune,0.55_0.8,4,lr:0.001|do:0.0|h:64,1.0,1.0,3.13
mcdepth,0.55_0.8,4,mc_d2,1.0,1.0,6.83
tune,0.55_0.8,4,lr:0.001|do:0.0|h:128,1.0,1.0,3.85
tune,0.55_0.8,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.19
tune,0.55_0.8,4,lr:0.001|do:0.5|h:128,1.0,1.0,3.84
tune,0.55_0.8,4,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.84
mcdepth,0.55_0.8,4,mc_d3,1.0,1.0,9.78
tune,0.55_0.8,4,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.16
tune,0.55_0.8,4,lr:0.01|do:0.5|h:128,1.0,1.0,3.94
depth,0.55_1.0,0,d2,0.9869,0.992,4.4
tune,0.55_1.0,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.22
depth,0.55_1.0,0,d3,0.9785,0.9866,6.16
mcdepth,0.55_1.0,0,mc_d2,1.0,1.0,6.87
tune,0.55_1.0,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.8
mcdepth,0.55_1.0,0,mc_d3,0.9718,0.984,9.25
tune,0.55_1.0,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.33
tune,0.55_1.0,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.93
tune,0.55_1.0,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.83
tune,0.55_1.0,0,lr:0.01|do:0.5|h:64,1.0,1.0,3.11
tune,0.55_1.0,0,lr:0.01|do:0.5|h:128,1.0,1.0,3.89
depth,0.55_1.0,1,d2,0.9906,0.9947,4.75
depth,0.55_1.0,1,d3,0.9869,0.992,5.78
tune,0.55_1.0,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.18
mcdepth,0.55_1.0,1,mc_d2,1.0,1.0,7.02
tune,0.55_1.0,1,lr:0.001|do:0.0|h:128,1.0,1.0,4.01
tune,0.55_1.0,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.18
mcdepth,0.55_1.0,1,mc_d3,0.9953,0.9973,9.39
tune,0.55_1.0,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.88
tune,0.55_1.0,1,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.89
tune,0.55_1.0,1,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.33
tune,0.55_1.0,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.87
depth,0.55_1.0,2,d2,0.9953,0.9973,4.48
depth,0.55_1.0,2,d3,0.9775,0.9867,5.88
